name,id,version,chainId,chainName,moduleName,contractAddress
OKX Web3,15151,115186,1,eth,smoothyV1Adapter,0x2b226DFA5cd9BEd2F3a171E8Df549d59588B52D0
OKX Web3,15151,115186,1,eth,dnyAdapter,0x031F1aD10547b8dEB43A36e5491c06A93812023a
OKX Web3,15151,115186,1,eth,ShellAdapter,0x6F9813c927C8bD794cC45E8eCd1DcB169691D9c3
OKX Web3,15151,115186,1,eth,fraxswapAdapter,0x3E3A17996BE66d9C011Be274f8E102cFED83B60E
OKX Web3,15151,115186,1,eth,HashflowAdapter,0xeEAF37958CE59aA12a2fa828cF618AA4f6778e47
OKX Web3,15151,115186,1,eth,tokenApprove,0x40aA958dd87FC8305b97f2BA922CDdCa374bcD7f
OKX Web3,15151,115186,1,eth,dexRouter,0x3b3ae790Df4F312e745D270119c6052904FB6790
OKX Web3,15151,115186,1,eth,dexRouter_v2,0xf3de3c0d654fda23dad170f0f320a92172509127
OKX Web3,15151,115186,1,eth,dexRouter_v3,0x7D0CcAa3Fac1e5A943c5168b6CEd828691b46B36
OKX Web3,15151,115186,1,eth,wnativeRelayer,0x5703B683c7F928b721CA95Da988d73a3299d4757
OKX Web3,15151,115186,1,eth,tokenApproveProxy,0x70cBb871E8f30Fc8Ce23609E9E0Ea87B6b222F58
OKX Web3,15151,115186,1,eth,balancerAdapter,0x2fa31d2ac017869998F9574bAC76094a8110cf7C
OKX Web3,15151,115186,1,eth,balancerV2Adapter    ,0x4E187d91C39686099fEAf2b57003BF524A2787C6
OKX Web3,15151,115186,1,eth,bancorAdapter        ,0x7C443F4088c0a3a5DaEDA316762BcC389bD63b4D
